"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task"
546,"MS","M",17,"U","GT3","T",3,4,"services","other","other","mother",1,2,1,"no","yes","no","yes","no","yes","yes","yes",5,4,4,3,4,5,8,8,9,8,10,10,24,85,4,"yes",50,3.25
547,"MS","F",17,"U","GT3","T",4,4,"health","health","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,2,5,1,1,5,0,13,15,16,10,110,20,28,0,"no",550,179.3
548,"MS","M",16,"R","LE3","T",4,1,"other","at_home","other","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,1,2,2,1,2,0,10,11,11,9,24,38,21,8,"no",24,22.44
549,"MS","F",17,"U","GT3","A",1,1,"at_home","at_home","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,5,5,1,2,3,2,11,10,11,6,6,42,84,19,"no",24,9.06
550,"MS","F",17,"R","GT3","T",4,2,"other","other","course","mother",2,2,0,"yes","yes","no","yes","no","yes","yes","no",4,3,3,2,3,5,0,17,18,18,8,190,6,105,4,"no",570,139.65
551,"MS","M",16,"U","LE3","A",2,2,"other","services","course","father",2,2,0,"no","yes","no","yes","no","yes","yes","yes",4,1,2,2,2,5,0,12,13,13,6,150,22,75,7,"no",150,36
552,"MS","M",17,"U","GT3","T",3,2,"other","other","other","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,1,2,2,2,1,0,13,14,13,8,4,32,108,3,"no",12,6.2
553,"MS","M",19,"U","GT3","T",1,1,"other","other","other","mother",1,2,2,"no","yes","no","yes","yes","no","yes","no",4,4,3,3,4,4,2,9,9,10,0,96,40,36,3,"no",96,114.24
554,"MS","M",17,"U","LE3","A",1,0,"other","other","home","mother",1,1,0,"no","no","no","yes","yes","yes","no","yes",4,1,2,1,1,5,4,11,11,12,12,80,16,44,7,"no",240,14
555,"MS","F",17,"R","GT3","T",1,1,"at_home","at_home","course","father",2,1,0,"no","yes","no","yes","yes","no","yes","yes",3,5,5,2,2,4,3,10,11,10,4,12,44,42,0,"no",60,18.48
556,"MS","F",16,"R","GT3","T",1,2,"other","other","home","father",1,3,0,"yes","yes","no","yes","no","yes","yes","yes",4,3,4,1,1,3,5,13,14,13,12,18,26,135,0,"no",90,30.42
557,"MS","M",16,"R","LE3","T",1,2,"other","at_home","course","mother",1,1,0,"no","no","no","yes","yes","yes","no","no",4,4,4,2,4,5,4,9,10,11,10,90,20,19,4,"no",360,25.2
558,"MS","F",17,"R","GT3","T",3,1,"other","other","course","mother",2,2,3,"no","yes","no","yes","no","yes","yes","yes",5,4,4,1,1,5,2,7,9,10,20,180,44,32,3,"no",180,33.3
559,"MS","M",17,"R","GT3","T",2,2,"other","other","course","mother",2,1,0,"no","no","no","yes","yes","no","no","yes",5,5,5,3,5,5,0,8,13,10,24,30,20,105,6,"no",60,17.25
560,"MS","M",18,"R","GT3","T",1,0,"at_home","at_home","course","other",3,1,1,"yes","yes","no","yes","yes","yes","no","no",4,3,2,1,1,4,0,12,12,13,1,16,16,72,2,"no",64,21.76
561,"MS","M",17,"R","GT3","T",1,1,"other","services","course","mother",2,1,0,"no","yes","no","yes","no","yes","yes","yes",4,5,5,1,3,2,0,10,9,10,18,22,38,19,1,"no",110,8.8
562,"MS","M",18,"U","LE3","T",1,1,"at_home","at_home","course","mother",2,2,0,"no","yes","no","yes","yes","yes","no","no",4,3,3,1,4,5,6,10,9,10,5,20,20,95,4,"no",80,9.5
563,"MS","F",16,"R","LE3","T",2,2,"other","services","course","father",1,2,0,"no","no","no","yes","yes","yes","no","yes",5,4,3,1,1,1,0,11,13,12,6,24,14,24,5,"no",72,20.76
564,"MS","M",17,"U","GT3","T",2,2,"other","other","course","mother",1,1,1,"no","no","no","yes","yes","yes","no","yes",1,2,1,2,3,5,0,7,0,0,22,80,22,35,5,"no",320,128.8
565,"MS","M",16,"R","GT3","T",3,2,"services","other","course","father",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,2,3,5,2,11,9,10,6,95,36,20,7,"no",285,129.675
566,"MS","M",16,"R","LE3","T",1,1,"at_home","other","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,2,4,5,0,10,10,9,11,30,20,40,7,"no",90,7.35
567,"MS","M",18,"R","GT3","T",1,1,"services","other","course","other",2,1,1,"no","yes","no","yes","yes","no","yes","yes",5,3,3,2,3,5,2,9,7,9,2,5,46,64,3,"no",15,8.05
568,"MS","M",18,"R","GT3","T",3,2,"services","other","course","mother",1,1,1,"no","no","no","yes","yes","no","yes","no",2,3,1,2,2,5,0,4,0,0,3,45,56,4,6,"no",225,4.95
569,"MS","M",19,"U","GT3","T",3,2,"at_home","services","course","mother",2,1,3,"no","no","no","yes","yes","yes","no","no",3,2,1,1,1,3,4,6,11,9,2,6,32,17,7,"no",6,0.45
570,"MS","M",18,"U","GT3","T",3,3,"at_home","at_home","course","mother",1,2,2,"no","yes","no","yes","yes","no","yes","no",4,4,5,1,3,3,9,4,8,8,10,54,38,36,4,"yes",216,9.99
571,"MS","M",16,"R","GT3","T",2,2,"services","services","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,3,2,4,4,6,7,8,8,6,32,50,60,2,"yes",64,37.28
572,"MS","M",19,"U","GT3","T",2,1,"at_home","other","course","other",2,1,3,"no","no","no","yes","no","no","yes","yes",4,4,3,1,3,5,4,8,9,9,16,60,30,51,5,"no",180,52.5
573,"MS","F",16,"U","GT3","A",3,2,"services","at_home","course","mother",2,2,2,"no","yes","no","yes","yes","yes","no","yes",2,5,5,1,1,1,8,5,5,7,4,24,26,30,7,"yes",72,33.84
574,"MS","F",17,"U","GT3","T",1,1,"other","at_home","course","mother",1,1,0,"no","yes","no","yes","yes","yes","no","no",4,3,2,1,2,5,9,7,9,10,2,50,26,64,2,"yes",250,13.75
575,"MS","M",20,"R","GT3","T",1,1,"other","other","course","other",2,1,1,"no","yes","no","yes","yes","no","yes","yes",4,4,3,2,4,4,12,8,11,10,8,64,48,19,3,"yes",320,8.32
576,"MS","F",18,"R","GT3","A",4,3,"services","services","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,3,4,2,8,10,11,10,10,22,32,42,11,"yes",22,20.02
577,"MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,0,"no","yes","no","yes","no","yes","yes","no",2,5,5,5,5,5,8,9,10,11,13,5,28,76,2,"yes",25,5.975
578,"MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,1,"no","no","no","yes","yes","yes","yes","no",5,4,4,3,3,2,8,10,9,11,7,64,32,95,5,"yes",320,29.44
579,"MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,1,"no","yes","no","yes","yes","yes","yes","no",4,5,4,2,3,3,4,8,9,10,8,12,30,68,3,"no",24,6
580,"MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,0,"no","no","no","yes","yes","no","yes","yes",4,3,3,2,3,3,0,9,10,9,10,30,40,38,8,"no",90,37.95
581,"MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,1,"no","yes","no","yes","yes","yes","yes","no",4,4,4,3,3,5,4,8,9,10,8,50,48,85,4,"no",150,25.25
582,"MS","F",18,"U","GT3","A",1,2,"at_home","other","course","mother",2,2,2,"no","yes","no","yes","yes","yes","no","no",4,3,3,1,1,5,2,6,8,8,7,60,30,70,3,"no",60,2.1
583,"MS","F",19,"U","LE3","A",1,1,"at_home","other","course","mother",1,1,0,"no","yes","no","yes","yes","no","no","no",1,4,4,1,1,5,0,6,8,7,8,95,28,42,15,"no",190,36.1
584,"MS","F",18,"R","GT3","T",2,2,"other","other","other","mother",2,1,1,"no","no","no","yes","yes","no","yes","yes",5,5,5,1,1,3,0,8,6,0,8,18,36,42,7,"no",90,20.16
585,"MS","F",17,"R","GT3","T",0,0,"at_home","other","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,3,1,1,5,0,10,11,11,3,95,20,63,0,"no",380,113.525
586,"MS","F",17,"R","LE3","A",3,1,"other","at_home","course","other",2,3,0,"no","yes","yes","yes","yes","no","no","no",4,2,3,2,2,3,5,8,7,8,13,99,22,60,11,"no",99,12.375
587,"MS","F",17,"U","GT3","T",4,2,"teacher","services","home","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",5,5,5,1,3,5,0,8,8,0,7,10,48,16,0,"no",10,16.55
588,"MS","F",18,"R","LE3","T",2,2,"services","services","course","mother",1,2,1,"no","yes","no","yes","yes","yes","yes","no",2,3,3,1,2,4,3,7,6,8,10,48,44,39,0,"no",48,42.72
589,"MS","F",17,"U","GT3","T",4,1,"health","at_home","course","mother",1,1,0,"no","yes","no","yes","yes","yes","no","yes",3,2,2,1,1,5,0,8,10,9,22,85,28,72,4,"no",255,39.95
590,"MS","F",17,"U","LE3","T",1,2,"at_home","other","course","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,5,1,1,1,3,0,7,10,10,6,12,38,68,7,"no",60,18.36
591,"MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",3,2,2,"no","no","no","yes","yes","yes","no","yes",3,4,4,2,2,5,3,7,8,7,8,60,24,45,5,"no",240,35.7
592,"MS","F",18,"U","GT3","T",2,2,"services","at_home","reputation","father",2,2,0,"no","no","no","yes","no","yes","yes","no",4,3,5,1,1,1,2,12,13,14,10,26,16,125,7,"no",130,22.36
593,"MS","F",17,"U","GT3","T",3,3,"services","services","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,3,1,1,4,0,11,12,13,9,60,30,46,0,"no",300,81
594,"MS","F",18,"U","LE3","A",1,2,"at_home","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,3,1,2,4,0,12,13,14,6,104,40,100,19,"no",312,166.4
595,"MS","F",18,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",2,2,0,"no","no","no","yes","no","yes","yes","no",4,3,5,1,2,1,0,18,18,18,8,2,4,180,6,"no",4,2.78
596,"MS","M",18,"U","LE3","T",4,4,"services","other","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",5,4,5,1,1,5,3,17,17,17,9,100,6,136,4,"no",200,88.5
597,"MS","F",17,"U","GT3","T",4,2,"other","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,2,4,0,17,18,18,10,160,24,105,0,"no",480,212.8
598,"MS","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",3,2,1,"no","no","no","yes","yes","yes","no","yes",4,3,3,1,1,4,0,9,0,0,8,96,18,27,5,"no",480,68.64
599,"MS","M",18,"U","LE3","T",1,2,"at_home","services","home","mother",2,1,0,"no","yes","no","yes","no","yes","no","no",4,1,4,5,5,1,8,10,11,11,6,17,18,21,3,"no",51,5.865
600,"MS","M",18,"R","GT3","T",4,4,"at_home","services","other","mother",3,1,0,"no","yes","yes","yes","yes","yes","yes","yes",2,5,5,1,1,1,5,12,13,14,10,12,40,100,3,"no",24,5.82
601,"MS","M",17,"R","GT3","T",1,1,"other","services","other","father",3,1,0,"no","no","no","yes","no","no","no","no",4,2,3,3,4,4,4,12,13,14,4,56,12,125,5,"no",56,61.04
602,"MS","F",18,"U","GT3","T",2,2,"other","other","course","mother",2,2,0,"no","yes","no","yes","no","yes","yes","yes",1,3,1,1,1,2,4,8,8,10,12,80,30,64,0,"no",160,78.4
603,"MS","F",18,"U","LE3","T",2,2,"services","services","course","father",2,3,0,"no","no","no","yes","yes","yes","yes","yes",5,4,5,1,4,3,0,11,12,13,16,45,30,46,4,"no",180,71.775
604,"MS","F",18,"R","LE3","A",4,2,"teacher","other","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,1,1,1,5,0,5,0,0,12,160,42,15,19,"no",480,164
605,"MS","F",18,"U","GT3","T",1,1,"at_home","services","course","mother",3,2,1,"no","no","no","yes","yes","no","no","no",4,4,2,1,2,2,2,9,10,10,8,60,24,38,4,"no",60,24
606,"MS","F",19,"U","GT3","T",1,1,"at_home","services","other","father",2,1,1,"no","no","no","yes","yes","no","no","no",5,5,5,2,3,2,0,5,0,0,1,34,32,5,6,"no",136,11.73
607,"MS","F",17,"U","GT3","T",4,2,"teacher","other","course","father",2,4,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,3,1,5,0,18,18,18,26,300,22,180,6,"no",300,60
608,"MS","F",17,"R","LE3","A",2,1,"services","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,2,2,5,11,11,12,24,72,42,66,7,"no",144,56.52
609,"MS","F",18,"U","LE3","A",1,1,"at_home","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","no","yes",5,2,3,1,2,3,2,8,10,11,8,60,20,90,19,"no",240,92.7
610,"MS","F",18,"U","GT3","T",1,2,"at_home","at_home","course","father",2,2,0,"no","yes","no","yes","yes","no","no","no",4,1,1,1,1,4,0,11,11,12,2,24,14,110,3,"no",48,24.96
611,"MS","F",19,"R","GT3","A",1,1,"at_home","at_home","course","other",2,2,3,"no","yes","no","yes","yes","no","no","yes",3,5,4,1,4,1,0,8,0,0,16,30,26,8,19,"no",60,46.95
612,"MS","F",18,"R","GT3","T",2,2,"services","other","home","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",4,2,1,1,1,4,5,14,14,15,20,24,36,56,7,"no",120,19.44
613,"MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,1,"no","yes","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,4,10,11,11,20,60,26,21,1,"no",240,24.9
614,"MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,0,"no","yes","no","yes","yes","yes","no","yes",5,3,4,1,1,5,0,10,10,10,22,150,18,80,0,"no",450,29.25
615,"MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,2,12,12,12,9,170,22,72,1,"no",340,125.8
616,"MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","no","yes",1,2,3,1,2,5,0,15,14,15,26,20,8,87,15,"no",60,26
617,"MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,0,"no","no","no","yes","no","yes","yes","yes",3,3,2,1,2,3,2,14,13,14,6,15,18,27,6,"no",45,26.475
618,"MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"no","no","no","yes","yes","yes","yes","no",5,3,2,1,1,4,0,19,17,18,9,84,2,108,8,"no",84,84
619,"MS","F",18,"R","LE3","A",1,2,"at_home","other","course","mother",3,2,0,"no","no","no","yes","yes","yes","no","yes",4,3,4,1,4,5,0,16,15,15,22,160,12,124,19,"no",160,177.6
620,"MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,3,3,6,13,12,13,8,120,14,75,1,"yes",480,109.2
621,"MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",2,3,4,1,1,1,4,15,14,15,28,16,34,87,3,"no",64,3.68
622,"MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,0,"no","no","no","yes","no","yes","no","no",3,2,2,1,2,3,0,13,13,13,2,54,14,52,4,"no",270,61.29
623,"MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,0,"no","yes","yes","yes","yes","yes","no","no",3,3,4,2,4,3,0,8,10,9,2,54,24,36,2,"no",216,59.13
624,"MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,2,2,5,0,15,16,16,16,195,34,155,5,"no",975,244.725
625,"MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,1,"no","yes","no","yes","yes","yes","yes","yes",5,2,1,1,2,1,0,8,8,9,2,9,24,48,3,"no",45,8.055
626,"MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,0,"no","yes","no","yes","yes","yes","yes","yes",5,2,3,1,2,4,0,10,10,10,8,72,20,80,3,"no",144,74.88
627,"MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",3,2,0,"no","yes","no","yes","no","yes","yes","yes",3,2,2,4,2,5,0,7,5,0,10,80,44,48,2,"no",400,78.4
628,"MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"no","yes","no","yes","yes","no","yes","yes",4,3,3,2,3,3,3,9,10,10,20,42,46,57,3,"no",42,67.62
629,"MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,0,"no","no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,8,10,11,12,12,144,18,21,8,"yes",432,119.52
630,"MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,4,7,8,9,7,19,50,60,6,"no",19,17.29
631,"MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",5,4,4,1,1,1,0,15,17,17,9,6,28,128,5,"no",18,2.19
632,"MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,2,1,2,4,4,10,11,12,3,228,44,21,8,"no",912,218.88
633,"MS","F",19,"R","GT3","T",1,1,"at_home","other","course","other",2,2,1,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,3,4,7,8,9,16,36,32,45,2,"no",72,49.68
634,"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,4,3,3,4,2,1,13,14,14,14,76,20,135,6,"no",76,70.3
635,"MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,1,3,1,2,1,1,16,16,16,26,36,8,32,4,"no",36,49.5
636,"MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,5,4,2,3,1,10,8,9,9,13,40,24,34,1,"yes",200,43.6
637,"MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,0,"no","no","no","yes","no","yes","yes","no",3,2,4,1,4,2,4,17,18,19,10,20,6,175,6,"no",60,18.2
638,"MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,0,"no","no","no","yes","no","yes","yes","yes",4,4,3,1,3,5,0,7,7,0,14,85,32,42,5,"no",340,148.325
639,"MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,4,14,15,16,8,114,36,29,4,"no",342,3.99
640,"MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,1,"no","no","no","yes","yes","yes","no","no",4,3,2,1,3,5,0,5,8,0,4,90,34,13,5,"no",270,140.85
641,"MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"no","no","yes","yes","yes","yes","no","no",5,4,3,4,3,3,0,7,7,0,9,57,26,14,5,"no",285,81.795
642,"MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,0,"no","no","no","yes","yes","yes","no","no",5,3,3,1,3,4,0,14,17,15,12,108,16,93,5,"no",324,128.52
643,"MS","F",17,"U","GT3","T",4,3,"teacher","other","other","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",5,5,4,1,1,1,0,6,9,11,8,14,34,45,6,"no",56,17.01
644,"MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,2,2,5,4,7,9,10,16,80,50,64,3,"no",320,52.4
645,"MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,1,"no","no","no","yes","no","yes","yes","no",5,4,2,1,2,5,4,10,11,10,2,150,20,21,4,"no",150,63.75
646,"MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,1,1,4,15,15,16,11,32,10,90,1,"no",96,21.6
647,"MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","no","no",1,1,1,1,1,5,6,11,12,9,2,120,14,69,5,"yes",360,53.4
648,"MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","yes","no","yes","yes","no",2,4,5,3,4,2,6,10,10,10,8,30,44,40,7,"no",30,11.85
649,"MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,0,"no","no","no","yes","no","yes","yes","no",4,4,1,3,4,5,4,10,11,11,9,35,44,84,6,"no",70,13.125
650,"GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,0,"yes","no","no","yes","yes","yes","no","no",4,3,4,1,1,3,6,5,6,6,14,6,26,55,23,"yes",30,3.39
651,"GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"no","yes","no","yes","no","yes","yes","no",5,3,3,1,1,3,4,5,5,6,10,30,30,10,2,"no",30,45.6
652,"GP","F",15,"U","LE3","T",1,1,"at_home","other","other","mother",1,2,3,"yes","no","yes","yes","yes","yes","yes","no",4,3,2,2,3,3,10,7,8,10,2,102,26,15,8,"no",204,81.09
653,"GP","F",15,"U","GT3","T",4,2,"health","services","home","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",3,2,2,1,1,5,2,15,14,15,16,255,16,116,2,"no",255,71.4
654,"GP","F",16,"U","GT3","T",3,3,"other","other","home","father",1,2,0,"no","yes","yes","yes","yes","yes","no","no",4,3,2,1,2,5,4,6,10,10,13,20,32,48,4,"no",60,10.5
655,"GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,2,1,2,5,10,15,15,15,9,180,22,120,3,"no",540,98.1
656,"GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,1,1,3,0,12,12,11,11,24,28,120,8,"no",96,0.72
657,"GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,0,"yes","yes","no","yes","yes","yes","no","no",4,1,4,1,1,1,6,6,5,6,8,2,24,22,19,"yes",4,0.87
658,"GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,2,1,1,1,0,16,18,19,9,18,26,102,19,"no",72,10.98
659,"GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,5,1,1,1,5,0,14,15,15,11,30,18,145,2,"no",150,7.35
660,"GP","F",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",3,3,3,1,2,2,0,10,8,9,9,12,20,90,0,"no",48,6.84
661,"GP","F",15,"U","GT3","T",2,1,"services","other","reputation","father",3,3,0,"no","yes","no","yes","yes","yes","yes","no",5,2,2,1,1,4,4,10,12,12,6,96,38,110,3,"no",480,47.52
662,"GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,3,5,2,14,14,14,6,60,12,140,3,"no",180,106.2
663,"GP","M",15,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,3,1,2,3,2,10,10,11,12,12,26,80,0,"no",60,13.08
664,"GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,2,1,1,3,0,14,16,16,16,72,24,120,19,"no",288,99.36
665,"GP","F",16,"U","GT3","T",4,4,"health","other","home","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,2,2,4,14,14,14,12,36,36,56,2,"no",72,49.32
666,"GP","F",16,"U","GT3","T",4,4,"services","services","reputation","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",3,2,3,1,2,2,6,13,14,14,13,60,14,54,0,"yes",300,64.8
667,"GP","F",16,"U","GT3","T",3,3,"other","other","reputation","mother",3,2,0,"yes","yes","no","yes","yes","yes","no","no",5,3,2,1,1,4,4,8,10,10,4,112,22,18,2,"no",336,100.24
668,"GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,3,"no","yes","no","yes","yes","yes","yes","no",5,5,5,2,4,5,16,6,5,5,8,15,52,33,2,"yes",75,10.425
669,"GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,0,"no","no","yes","yes","yes","yes","yes","no",3,1,3,1,3,5,4,8,10,10,6,30,24,18,7,"no",30,11.1
670,"GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,1,1,1,1,0,13,14,15,7,10,20,27,5,"no",50,3.9
671,"GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,2,1,1,5,0,12,15,15,9,80,34,81,2,"no",80,88.4
672,"GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,5,1,1,3,5,2,15,15,16,5,130,10,120,5,"no",650,91
673,"GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,2,4,5,0,13,13,12,4,180,38,104,0,"no",540,267.3
674,"GP","F",15,"R","GT3","T",2,4,"services","health","course","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,2,10,9,8,4,285,44,57,0,"no",285,31.35
675,"GP","F",16,"U","GT3","T",2,2,"services","services","home","mother",1,1,2,"no","yes","yes","yes","no","yes","yes","no",1,2,2,1,3,5,14,6,9,8,6,30,40,45,2,"yes",90,32.7
676,"GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,2,1,2,5,2,12,12,11,9,75,28,48,2,"no",150,120
677,"GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",2,2,4,2,4,1,4,15,16,15,10,3,28,31,5,"no",9,3.645
678,"GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,4,11,11,11,12,160,42,110,15,"no",320,232.8
679,"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,16,10,12,11,18,190,38,110,3,"yes",190,44.65
680,"GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,0,"no","yes","yes","yes","no","yes","yes","no",5,4,2,3,4,5,0,9,11,12,7,170,40,40,2,"no",680,300.05
681,"GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,1,1,1,5,0,17,16,17,12,50,12,165,3,"no",100,86.5
682,"GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,2,1,1,5,0,17,16,16,24,70,6,132,0,"no",140,7
