"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task",school,gender,citystatus,famsize,Pstatus,Mjob,Fjob,schoolsup,famsup
482,MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9,10,11,14,57,26,19,2,no,114,5.13,2,1,1,1,2,1,3,1,2
483,MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,yes,no,yes,yes,no,no,yes,5,2,1,1,3,4,0,9,10,9,20,28,22,19,0,no,112,2.52,2,1,1,2,2,1,3,1,2
484,MS,F,16,R,GT3,T,2,2,other,other,course,father,3,2,0,no,yes,no,yes,yes,no,yes,no,3,4,5,1,2,1,1,9,10,11,11,14,28,38,4,no,42,20.65,2,1,1,1,2,3,3,1,2
485,MS,F,16,U,LE3,A,2,2,other,other,home,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,3,4,1,2,1,6,7,7,8,11,16,24,42,7,no,48,10.72,2,1,2,2,1,3,3,1,2
486,MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,2,4,0,11,10,11,3,152,36,21,2,no,304,190.76,2,1,1,1,2,1,3,1,2
487,MS,F,16,U,GT3,T,2,2,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10,10,51,34,19,2,no,255,85.935,2,1,2,1,2,3,4,1,2
488,MS,F,18,R,LE3,A,3,2,other,other,course,other,2,3,2,no,yes,no,yes,no,no,no,yes,3,3,2,1,1,2,6,7,9,10,14,72,26,80,11,no,216,104.04,2,1,1,2,1,3,3,1,2
489,MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7,9,9,6,180,26,80,8,yes,540,108.9,2,1,2,1,2,1,4,1,1
490,MS,M,18,R,GT3,T,1,1,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10,3,4,42,68,7,no,20,6.96,2,2,1,1,2,3,3,1,1
491,MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,2,1,1,no,no,no,yes,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10,6,18,34,20,4,no,72,13.32,2,1,1,1,2,1,1,1,1
492,MS,F,19,U,GT3,T,1,1,other,other,course,other,2,2,1,no,yes,no,yes,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9,10,12,26,15,3,yes,36,2.28,2,1,2,1,2,3,3,1,2
493,MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,0,no,no,no,yes,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10,6,66,20,54,7,no,66,13.53,2,1,1,1,1,2,3,1,1
494,MS,F,17,U,GT3,T,0,1,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10,5,70,20,72,4,no,210,28.7,2,1,2,1,2,3,1,1,1
495,MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9,7,60,36,51,7,no,300,7.5,2,1,1,2,2,1,3,1,1
496,MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13,12,24,36,27,7,no,48,24.12,2,1,2,1,2,3,3,1,1
497,MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14,10,16,24,140,1,no,64,0.96,2,1,1,2,2,4,4,1,2
498,MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10,4,320,20,21,4,no,1600,176,2,2,2,1,2,4,1,1,2
499,MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14,10,8,18,54,0,no,40,6.88,2,1,2,1,2,3,4,1,2
500,MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16,12,80,4,99,4,no,160,2,2,1,2,1,2,4,3,1,2
501,MS,M,17,U,GT3,T,1,2,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7,2,8,28,13,2,yes,8,1.16,2,2,2,1,2,3,3,1,2
502,MS,M,16,U,LE3,T,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13,5,15,24,130,7,no,60,13.05,2,2,2,2,2,3,3,1,1
503,MS,M,17,R,LE3,T,2,2,services,services,other,mother,3,4,1,no,yes,no,yes,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9,3,156,22,72,0,no,624,6.24,2,2,1,2,2,4,4,1,2
504,MS,F,16,U,GT3,T,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14,8,40,30,56,3,no,200,5,2,1,2,1,2,3,3,2,2
505,MS,F,19,U,LE3,T,2,2,other,other,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13,12,39,28,25,4,no,117,11.895,2,1,2,2,2,3,3,1,1
506,MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11,14,100,18,44,2,no,200,109.5,2,1,1,1,2,1,3,1,2
507,MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10,12,84,42,80,8,yes,252,38.64,2,1,2,1,2,1,4,1,1
508,MS,F,17,U,LE3,T,1,1,other,services,course,father,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10,20,54,22,88,2,no,270,84.24,2,1,2,2,2,3,4,1,2
509,MS,M,17,R,GT3,T,2,2,other,other,course,mother,3,1,1,no,yes,no,yes,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9,10,90,38,76,0,no,270,27,2,2,1,1,2,3,3,1,2
510,MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18,8,2,12,33,0,no,6,2.62,2,1,1,2,2,1,3,1,2
511,MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17,10,16,14,64,3,no,64,10.96,2,1,1,1,2,3,3,1,2
512,MS,F,17,U,GT3,A,1,0,other,other,other,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10,8,152,42,100,19,no,152,74.48,2,1,2,1,1,3,3,1,1
513,MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7,10,150,26,70,2,yes,300,24.75,2,1,1,1,2,1,3,1,2
514,MS,F,16,U,GT3,T,3,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8,9,12,42,14,7,no,60,2.58,2,1,2,1,2,3,3,1,1
515,MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7,13,6,38,39,8,no,6,2.97,2,1,2,1,2,4,1,1,1
516,MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,2,2,0,yes,no,no,yes,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10,4,36,24,85,6,no,144,62.46,2,1,2,2,2,3,1,2,1
517,MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16,10,48,12,150,5,no,48,9.12,2,1,1,1,2,2,5,1,1
518,MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15,6,26,18,28,5,no,52,10.79,2,1,1,2,2,3,3,1,1
519,MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8,3,20,48,39,19,yes,100,29.3,2,1,2,1,1,3,4,1,2
520,MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0,10,8,42,45,4,no,40,1.92,2,2,1,1,2,3,4,1,1
521,MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8,8,60,28,56,2,no,240,63.9,2,1,2,2,2,1,3,1,2
522,MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10,9,68,24,36,2,no,136,38.08,2,1,1,1,2,1,4,1,2
523,MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8,10,60,24,48,4,no,60,90,2,1,2,1,2,2,2,1,2
524,MS,M,18,U,LE3,T,4,4,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6,20,160,54,11,2,no,800,81.6,2,2,2,2,2,1,2,1,2
525,MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,3,2,0,no,yes,no,yes,no,yes,no,no,4,2,1,1,1,2,2,7,9,8,4,8,24,16,1,no,16,8,2,1,1,2,2,1,3,1,2
526,MS,M,17,U,LE3,T,4,4,other,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16,5,255,22,116,0,no,765,358.275,2,2,2,2,2,3,4,1,2
527,MS,F,17,R,GT3,T,4,1,other,other,other,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14,20,30,26,27,5,no,30,33,2,1,1,1,2,3,3,1,1
528,MS,M,16,U,LE3,T,2,2,services,services,other,mother,4,3,0,no,no,no,yes,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10,3,153,20,38,6,no,612,42.075,2,2,2,2,2,4,4,1,1
529,MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9,3,60,40,36,1,no,120,28.5,2,1,1,1,2,1,3,1,2
530,MS,F,16,U,LE3,T,4,4,services,services,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11,9,35,22,66,4,no,140,6.3,2,1,2,2,2,4,4,1,2
531,MS,M,17,U,GT3,T,3,3,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9,13,39,50,51,1,yes,78,62.595,2,2,2,1,2,4,4,1,2
532,MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,3,2,0,no,no,no,yes,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,18,20,38,100,7,no,40,3.3,2,2,2,1,2,1,4,1,1
533,MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,0,no,no,no,yes,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8,18,60,22,64,6,no,240,106.8,2,2,2,1,2,2,4,1,1
534,MS,F,16,U,LE3,T,2,1,other,services,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16,12,96,18,116,4,no,480,108.96,2,1,2,2,2,3,4,1,1
535,MS,M,16,U,LE3,T,4,4,teacher,health,other,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12,8,95,18,46,0,no,95,163.4,2,2,2,2,2,5,2,1,2
536,MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10,8,180,22,80,3,yes,540,322.2,2,2,1,1,2,3,4,1,2
537,MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14,11,400,16,81,15,no,400,576,2,2,2,2,1,3,3,1,2
538,MS,M,15,U,LE3,A,2,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12,10,10,40,100,19,no,40,12.05,2,2,2,2,1,4,4,1,1
539,MS,F,16,R,LE3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,yes,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11,12,75,14,44,4,no,300,6.375,2,1,1,2,2,3,3,1,2
540,MS,F,16,U,LE3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10,7,2,22,76,4,no,10,0.09,2,1,2,2,2,3,3,1,2
541,MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,no,no,no,yes,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11,8,12,26,40,6,no,12,2.94,2,1,2,1,2,1,3,1,1
542,MS,F,17,R,GT3,T,2,2,other,other,other,mother,2,2,0,yes,no,yes,yes,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,6,140,16,80,4,no,420,128.8,2,1,1,1,2,3,3,2,1
543,MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,12,165,20,21,1,no,825,144.375,2,1,2,1,2,5,4,1,2
544,MS,M,17,R,GT3,T,4,4,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8,10,80,40,36,6,no,160,8.4,2,2,1,1,2,2,3,1,1
545,MS,M,17,R,LE3,T,1,3,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12,4,45,18,69,8,no,45,25.875,2,2,1,2,2,3,3,1,1
546,MS,M,17,U,GT3,T,3,4,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8,10,10,24,85,4,yes,50,3.25,2,2,2,1,2,4,3,1,2
547,MS,F,17,U,GT3,T,4,4,health,health,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,10,110,20,28,0,no,550,179.3,2,1,2,1,2,2,2,1,2
548,MS,M,16,R,LE3,T,4,1,other,at_home,other,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11,9,24,38,21,8,no,24,22.44,2,2,1,2,2,3,1,1,1
549,MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11,6,6,42,84,19,no,24,9.06,2,1,2,1,1,1,1,1,1
550,MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,yes,yes,no,yes,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18,8,190,6,105,4,no,570,139.65,2,1,1,1,2,3,3,2,2
551,MS,M,16,U,LE3,A,2,2,other,services,course,father,2,2,0,no,yes,no,yes,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13,6,150,22,75,7,no,150,36,2,2,2,2,1,3,4,1,2
552,MS,M,17,U,GT3,T,3,2,other,other,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13,8,4,32,108,3,no,12,6.2,2,2,2,1,2,3,3,1,2
553,MS,M,19,U,GT3,T,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10,0,96,40,36,3,no,96,114.24,2,2,2,1,2,3,3,1,2
554,MS,M,17,U,LE3,A,1,0,other,other,home,mother,1,1,0,no,no,no,yes,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12,12,80,16,44,7,no,240,14,2,2,2,2,1,3,3,1,1
555,MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10,4,12,44,42,0,no,60,18.48,2,1,1,1,2,1,1,1,2
556,MS,F,16,R,GT3,T,1,2,other,other,home,father,1,3,0,yes,yes,no,yes,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13,12,18,26,135,0,no,90,30.42,2,1,1,1,2,3,3,2,2
557,MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11,10,90,20,19,4,no,360,25.2,2,2,1,2,2,3,1,1,1
558,MS,F,17,R,GT3,T,3,1,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10,20,180,44,32,3,no,180,33.3,2,1,1,1,2,3,3,1,2
559,MS,M,17,R,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10,24,30,20,105,6,no,60,17.25,2,2,1,1,2,3,3,1,1
560,MS,M,18,R,GT3,T,1,0,at_home,at_home,course,other,3,1,1,yes,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13,1,16,16,72,2,no,64,21.76,2,2,1,1,2,1,1,2,2
561,MS,M,17,R,GT3,T,1,1,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10,18,22,38,19,1,no,110,8.8,2,2,1,1,2,3,4,1,2
562,MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10,5,20,20,95,4,no,80,9.5,2,2,2,2,2,1,1,1,2
563,MS,F,16,R,LE3,T,2,2,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,6,24,14,24,5,no,72,20.76,2,1,1,2,2,3,4,1,1
564,MS,M,17,U,GT3,T,2,2,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,22,80,22,35,5,no,320,128.8,2,2,2,1,2,3,3,1,1
565,MS,M,16,R,GT3,T,3,2,services,other,course,father,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10,6,95,36,20,7,no,285,129.675,2,2,1,1,2,4,3,1,1
566,MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9,11,30,20,40,7,no,90,7.35,2,2,1,2,2,1,3,1,1
567,MS,M,18,R,GT3,T,1,1,services,other,course,other,2,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9,2,5,46,64,3,no,15,8.05,2,2,1,1,2,4,3,1,2
568,MS,M,18,R,GT3,T,3,2,services,other,course,mother,1,1,1,no,no,no,yes,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0,3,45,56,4,6,no,225,4.95,2,2,1,1,2,4,3,1,1
569,MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9,2,6,32,17,7,no,6,0.45,2,2,2,1,2,1,4,1,1
570,MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8,10,54,38,36,4,yes,216,9.99,2,2,2,1,2,1,1,1,2
571,MS,M,16,R,GT3,T,2,2,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8,6,32,50,60,2,yes,64,37.28,2,2,1,1,2,4,4,1,2
572,MS,M,19,U,GT3,T,2,1,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9,16,60,30,51,5,no,180,52.5,2,2,2,1,2,1,3,1,1
573,MS,F,16,U,GT3,A,3,2,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,5,5,7,4,24,26,30,7,yes,72,33.84,2,1,2,1,1,4,1,1,2
574,MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9,7,9,10,2,50,26,64,2,yes,250,13.75,2,1,2,1,2,3,1,1,2
575,MS,M,20,R,GT3,T,1,1,other,other,course,other,2,1,1,no,yes,no,yes,yes,no,yes,yes,4,4,3,2,4,4,12,8,11,10,8,64,48,19,3,yes,320,8.32,2,2,1,1,2,3,3,1,2
576,MS,F,18,R,GT3,A,4,3,services,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,3,4,2,8,10,11,10,10,22,32,42,11,yes,22,20.02,2,1,1,1,1,4,4,1,2
577,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,no,2,5,5,5,5,5,8,9,10,11,13,5,28,76,2,yes,25,5.975,2,2,1,1,2,3,3,1,2
578,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,1,no,no,no,yes,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11,7,64,32,95,5,yes,320,29.44,2,2,1,1,2,3,4,1,1
579,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,1,no,yes,no,yes,yes,yes,yes,no,4,5,4,2,3,3,4,8,9,10,8,12,30,68,3,no,24,6,2,2,2,1,2,2,3,1,2
580,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9,10,30,40,38,8,no,90,37.95,2,2,2,2,2,1,4,1,1
581,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,3,3,5,4,8,9,10,8,50,48,85,4,no,150,25.25,2,2,1,1,2,3,3,1,2
582,MS,F,18,U,GT3,A,1,2,at_home,other,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,no,4,3,3,1,1,5,2,6,8,8,7,60,30,70,3,no,60,2.1,2,1,2,1,1,1,3,1,2
583,MS,F,19,U,LE3,A,1,1,at_home,other,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,1,4,4,1,1,5,0,6,8,7,8,95,28,42,15,no,190,36.1,2,1,2,2,1,1,3,1,2
584,MS,F,18,R,GT3,T,2,2,other,other,other,mother,2,1,1,no,no,no,yes,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0,8,18,36,42,7,no,90,20.16,2,1,1,1,2,3,3,1,1
585,MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,3,95,20,63,0,no,380,113.525,2,1,1,1,2,1,3,1,2
586,MS,F,17,R,LE3,A,3,1,other,at_home,course,other,2,3,0,no,yes,yes,yes,yes,no,no,no,4,2,3,2,2,3,5,8,7,8,13,99,22,60,11,no,99,12.375,2,1,1,2,1,3,1,1,2
587,MS,F,17,U,GT3,T,4,2,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0,7,10,48,16,0,no,10,16.55,2,1,2,1,2,5,4,2,2
588,MS,F,18,R,LE3,T,2,2,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3,7,6,8,10,48,44,39,0,no,48,42.72,2,1,1,2,2,4,4,1,2
589,MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,yes,3,2,2,1,1,5,0,8,10,9,22,85,28,72,4,no,255,39.95,2,1,2,1,2,2,1,1,2
590,MS,F,17,U,LE3,T,1,2,at_home,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10,6,12,38,68,7,no,60,18.36,2,1,2,2,2,1,3,1,1
591,MS,F,18,U,GT3,T,1,1,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7,8,7,8,60,24,45,5,no,240,35.7,2,1,2,1,2,3,3,1,1
592,MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,12,13,14,10,26,16,125,7,no,130,22.36,2,1,2,1,2,4,1,1,1
593,MS,F,17,U,GT3,T,3,3,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,4,0,11,12,13,9,60,30,46,0,no,300,81,2,1,2,1,2,4,4,1,2
594,MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,2,4,0,12,13,14,6,104,40,100,19,no,312,166.4,2,1,2,2,1,1,3,1,1
595,MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18,18,18,8,2,4,180,6,no,4,2.78,2,1,2,1,2,5,5,1,1
596,MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,17,17,17,9,100,6,136,4,no,200,88.5,2,2,2,2,2,4,3,1,2
597,MS,F,17,U,GT3,T,4,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,4,0,17,18,18,10,160,24,105,0,no,480,212.8,2,1,2,1,2,3,3,1,2
598,MS,F,18,R,GT3,T,2,2,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0,9,0,0,8,96,18,27,5,no,480,68.64,2,1,1,1,2,1,3,1,1
599,MS,M,18,U,LE3,T,1,2,at_home,services,home,mother,2,1,0,no,yes,no,yes,no,yes,no,no,4,1,4,5,5,1,8,10,11,11,6,17,18,21,3,no,51,5.865,2,2,2,2,2,1,4,1,2
600,MS,M,18,R,GT3,T,4,4,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,12,13,14,10,12,40,100,3,no,24,5.82,2,2,1,1,2,1,4,1,2
601,MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no,no,no,yes,no,no,no,no,4,2,3,3,4,4,4,12,13,14,4,56,12,125,5,no,56,61.04,2,2,1,1,2,3,4,1,1
602,MS,F,18,U,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,no,yes,yes,yes,1,3,1,1,1,2,4,8,8,10,12,80,30,64,0,no,160,78.4,2,1,2,1,2,3,3,1,2
